"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption Comb (L/100 km)","CO2 Emissions(g/km)"
"LAND ROVER","LR2","SUV - SMALL",2,4,"AS6","Z",11.9,274
"LAND ROVER","LR4","SUV - STANDARD",3,6,"AS8","Z",14.5,334
"LAND ROVER","RANGE ROVER EVOQUE","SUV - SMALL",2,4,"AS9","Z",9.8,225
"LAND ROVER","RANGE ROVER EVOQUE COUPE","SUV - SMALL",2,4,"AS9","Z",9.8,225
"LAND ROVER","RANGE ROVER LWB V8 5.0 SC","SUV - STANDARD",5,8,"AS8","Z",15.4,354
"LAND ROVER","RANGE ROVER LWB V8 5.0 SC FFV","SUV - STANDARD",5,8,"AS8","Z",15.1,347
"LAND ROVER","RANGE ROVER LWB V8 5.0 SC FFV","SUV - STANDARD",5,8,"AS8","E",21.4,342
"LAND ROVER","RANGE ROVER SPORT V6 3.0 SC","SUV - STANDARD",3,6,"AS8","Z",12.4,285
"LAND ROVER","RANGE ROVER SPORT V6 3.0 SC FFV","SUV - STANDARD",3,6,"AS8","Z",12.4,285
"LAND ROVER","RANGE ROVER SPORT V6 3.0 SC FFV","SUV - STANDARD",3,6,"AS8","E",17.4,278
"LAND ROVER","RANGE ROVER SPORT V8 5.0 SC","SUV - STANDARD",5,8,"AS8","Z",15,345
"LAND ROVER","RANGE ROVER SPORT V8 5.0 SC FFV","SUV - STANDARD",5,8,"AS8","Z",14.7,338
"LAND ROVER","RANGE ROVER SPORT V8 5.0 SC FFV","SUV - STANDARD",5,8,"AS8","E",20.7,331
"LAND ROVER","RANGE ROVER V6 3.0 SC","SUV - STANDARD",3,6,"AS8","Z",12.3,283
"LAND ROVER","RANGE ROVER V6 3.0 SC FFV","SUV - STANDARD",3,6,"AS8","Z",12.3,283
"LAND ROVER","RANGE ROVER V6 3.0 SC FFV","SUV - STANDARD",3,6,"AS8","E",17.3,277
"LAND ROVER","RANGE ROVER V8 5.0 SC","SUV - STANDARD",5,8,"AS8","Z",15.4,354
"LAND ROVER","RANGE ROVER V8 5.0 SC FFV","SUV - STANDARD",5,8,"AS8","Z",15.1,347
"LAND ROVER","RANGE ROVER V8 5.0 SC FFV","SUV - STANDARD",5,8,"AS8","E",21.4,342
"LEXUS","CT 200h","COMPACT",1.8,4,"AV","X",5.6,129
"LEXUS","ES 300h","MID-SIZE",2.5,4,"AV6","X",6,138
"LEXUS","ES 350","MID-SIZE",3.5,6,"AS6","X",9.6,221
"LEXUS","GS 350","MID-SIZE",3.5,6,"AS8","Z",10.4,239
"LEXUS","GS 350 AWD","MID-SIZE",3.5,6,"AS6","Z",11,253
"LEXUS","GS 450h","MID-SIZE",3.5,6,"AV8","Z",7.6,175
"LEXUS","GX 460","SUV - STANDARD",4.6,8,"AS6","Z",13.9,320
"LEXUS","IS 250","COMPACT",2.5,6,"AS6","Z",9.7,223
"LEXUS","IS 250 AWD","COMPACT",2.5,6,"AS6","Z",10.4,239
"LEXUS","IS 250 C","SUBCOMPACT",2.5,6,"AS6","Z",9.7,223
"LEXUS","IS 350","COMPACT",3.5,6,"AS8","Z",10.6,244
"LEXUS","IS 350 AWD","COMPACT",3.5,6,"AS6","Z",11,253
"LEXUS","IS 350 C","SUBCOMPACT",3.5,6,"AS6","Z",10.6,244
"LEXUS","IS F","SUBCOMPACT",5,8,"AS8","Z",12.6,290
"LEXUS","LS 460","MID-SIZE",4.6,8,"AS8","Z",12.3,283
"LEXUS","LS 460 AWD","MID-SIZE",4.6,8,"AS8","Z",12.9,297
"LEXUS","LS 460 L AWD","MID-SIZE",4.6,8,"AS8","Z",12.9,297
"LEXUS","LS 600h L","MID-SIZE",5,8,"AV8","Z",11.4,262
"LEXUS","LX 570","SUV - STANDARD",5.7,8,"AS6","Z",16.5,380
"LEXUS","RX 350 AWD","SUV - SMALL",3.5,6,"AS6","X",11.7,269
"LEXUS","RX 350 AWD","SUV - SMALL",3.5,6,"AS8","X",11.1,255
"LEXUS","RX 450h AWD","SUV - SMALL",3.5,6,"AV6","Z",8.2,189
"LINCOLN","MKS AWD","FULL-SIZE",3.5,6,"AS6","X",11.8,271
"LINCOLN","MKS AWD","FULL-SIZE",3.7,6,"AS6","X",11.3,260
"LINCOLN","MKT AWD","SUV - STANDARD",3.5,6,"AS6","X",12.8,294
"LINCOLN","MKT LIVERY","SPECIAL PURPOSE VEHICLE",2,4,"AS6","X",10.2,235
"LINCOLN","MKT LIVERY AWD","SPECIAL PURPOSE VEHICLE",3.7,6,"A6","X",12.2,281
"LINCOLN","MKX AWD","SUV - SMALL",3.7,6,"AS6","X",12.2,281
"LINCOLN","MKZ","MID-SIZE",2,4,"AS6","X",9,207
"LINCOLN","MKZ AWD","MID-SIZE",3.7,6,"AS6","X",11.4,262
"LINCOLN","MKZ HYBRID","MID-SIZE",2,4,"AV","X",6.3,145
"LINCOLN","NAVIGATOR 4X4 FFV","SUV - STANDARD",5.4,8,"A6","X",16,368
"LINCOLN","NAVIGATOR 4X4 FFV","SUV - STANDARD",5.4,8,"A6","E",21.6,346
"MASERATI","GHIBLI","MID-SIZE",3,6,"AS8","Z",12.7,292
"MASERATI","GHIBLI AWD","MID-SIZE",3,6,"AS8","Z",12.7,292
"MASERATI","GRANTURISMO","SUBCOMPACT",4.7,8,"AS6","Z",15.1,347
"MASERATI","GRANTURISMO CONVERTIBLE","SUBCOMPACT",4.7,8,"AS6","Z",15.3,352
"MASERATI","QUATTROPORTE GTS","FULL-SIZE",3.8,8,"AS8","Z",14.5,334
"MASERATI","QUATTROPORTE SQ4","FULL-SIZE",3,6,"AS8","Z",13.1,301
"MAZDA","CX-5","SUV - SMALL",2,4,"AS6","X",8.2,189
"MAZDA","CX-5","SUV - SMALL",2,4,"M6","X",8,184
"MAZDA","CX-5","SUV - SMALL",2.5,4,"AS6","X",8.6,198
"MAZDA","CX-5 4WD","SUV - SMALL",2,4,"AS6","X",8.5,196
"MAZDA","CX-5 4WD","SUV - SMALL",2.5,4,"AS6","X",8.9,205
"MAZDA","CX-9","SUV - SMALL",3.7,6,"AS6","X",12.3,283
"MAZDA","CX-9 4WD","SUV - SMALL",3.7,6,"AS6","X",12.6,290
"MAZDA","MAZDA2","COMPACT",1.5,4,"A4","X",7.7,177
"MAZDA","MAZDA2","COMPACT",1.5,4,"M5","X",7.4,170
"MAZDA","MAZDA3 4-DOOR","COMPACT",2,4,"AS6","X",6.9,159
"MAZDA","MAZDA3 4-DOOR","COMPACT",2,4,"M6","X",7,161
"MAZDA","MAZDA3 4-DOOR","COMPACT",2.5,4,"AS6","X",7.4,170
"MAZDA","MAZDA3 4-DOOR (i-ELOOP)","COMPACT",2.5,4,"AS6","X",7.3,168
"MAZDA","MAZDA3 4-DOOR (SIL)","COMPACT",2,4,"M6","X",7,161
"MAZDA","MAZDA3 5-DOOR","MID-SIZE",2,4,"AS6","X",7.1,163
"MAZDA","MAZDA3 5-DOOR","MID-SIZE",2,4,"M6","X",7.2,166
"MAZDA","MAZDA3 5-DOOR","MID-SIZE",2.5,4,"AS6","X",7.7,177
"MAZDA","MAZDA3 5-DOOR (i-ELOOP)","MID-SIZE",2.5,4,"AS6","X",7.3,168
"MAZDA","MAZDA3 5-DOOR (SIL)","MID-SIZE",2,4,"M6","X",7.2,166
"MAZDA","MAZDA5","MINIVAN",2.5,4,"AS5","X",9.7,223
"MAZDA","MAZDA5","MINIVAN",2.5,4,"M6","X",9.8,225
"MAZDA","MAZDA6","MID-SIZE",2.5,4,"AS6","X",7.6,175
"MAZDA","MAZDA6","MID-SIZE",2.5,4,"M6","X",8.1,186
"MAZDA","MAZDA6 (i-ELOOP)","MID-SIZE",2.5,4,"AS6","X",7.3,168
"MAZDA","MX-5","TWO-SEATER",2,4,"AS6","Z",10.2,235
"MAZDA","MX-5","TWO-SEATER",2,4,"M5","Z",9.6,221
"MAZDA","MX-5","TWO-SEATER",2,4,"M6","Z",9.9,228
"MERCEDES-BENZ","B 250","STATION WAGON - SMALL",2,4,"AS7","Z",8,184
"MERCEDES-BENZ","C 250","COMPACT",1.8,4,"AS7","Z",9.4,216
"MERCEDES-BENZ","C 250 COUPE","SUBCOMPACT",1.8,4,"AS7","Z",9.4,216
"MERCEDES-BENZ","C 300 4MATIC FFV","COMPACT",3.5,6,"AS7","Z",10.5,242
"MERCEDES-BENZ","C 300 4MATIC FFV","COMPACT",3.5,6,"AS7","E",14,224
"MERCEDES-BENZ","C 350","COMPACT",3.5,6,"AS7","Z",10.5,242
"MERCEDES-BENZ","C 350 4MATIC","COMPACT",3.5,6,"AS7","Z",10.4,239
"MERCEDES-BENZ","C 350 4MATIC COUPE","SUBCOMPACT",3.5,6,"AS7","Z",10.6,244
"MERCEDES-BENZ","C 350 COUPE","SUBCOMPACT",3.5,6,"AS7","Z",10.5,242
"MERCEDES-BENZ","C 63 AMG","COMPACT",6.2,8,"AS7","Z",15.1,347
"MERCEDES-BENZ","C 63 AMG COUPE","SUBCOMPACT",6.2,8,"AS7","Z",15.3,352
"MERCEDES-BENZ","CL 550 4MATIC","COMPACT",4.7,8,"AS7","Z",13.2,304
"MERCEDES-BENZ","CL 63 AMG","COMPACT",5.5,8,"AS7","Z",13.4,308
"MERCEDES-BENZ","CLA 250","COMPACT",2,4,"AS7","Z",7.8,179
"MERCEDES-BENZ","CLA 45 AMG 4MATIC","COMPACT",2,4,"AS7","Z",9.2,212
"MERCEDES-BENZ","CLS 550 4MATIC","COMPACT",4.7,8,"AS7","Z",11.5,264
"MERCEDES-BENZ","CLS 63 AMG 4MATIC","COMPACT",5.5,8,"AS7","Z",13.1,301
"MERCEDES-BENZ","CLS 63 AMG S 4MATIC","COMPACT",5.5,8,"AS7","Z",13.1,301
"MERCEDES-BENZ","E 250 BLUETEC 4MATIC","MID-SIZE",2.1,4,"AS7","D",7.2,194
"MERCEDES-BENZ","E 300 4MATIC","MID-SIZE",3.5,6,"AS7","Z",10.2,235
"MERCEDES-BENZ","E 350 4MATIC","MID-SIZE",3.5,6,"AS7","Z",10,230
"MERCEDES-BENZ","E 350 4MATIC COUPE","SUBCOMPACT",3.5,6,"AS7","Z",10.4,239
"MERCEDES-BENZ","E 350 4MATIC WAGON","STATION WAGON - MID-SIZE",3.5,6,"AS7","Z",10.5,242
"MERCEDES-BENZ","E 350 CABRIOLET","SUBCOMPACT",3.5,6,"AS7","Z",10.4,239
"MERCEDES-BENZ","E 350 COUPE","SUBCOMPACT",3.5,6,"AS7","Z",10.2,235
"MERCEDES-BENZ","E 400 HYBRID","MID-SIZE",3.5,6,"AS7","Z",8.8,202
"MERCEDES-BENZ","E 550 4MATIC","MID-SIZE",4.7,8,"AS7","Z",11.6,267
"MERCEDES-BENZ","E 550 CABRIOLET","SUBCOMPACT",4.7,8,"AS7","Z",11.7,269
"MERCEDES-BENZ","E 550 COUPE","SUBCOMPACT",4.7,8,"AS7","Z",11.4,262
"MERCEDES-BENZ","E 63 AMG 4MATIC","MID-SIZE",5.5,8,"AS7","Z",12.9,297
"MERCEDES-BENZ","E 63 AMG 4MATIC WAGON","STATION WAGON - MID-SIZE",5.5,8,"AS7","Z",13.5,310
"MERCEDES-BENZ","E 63 AMG S 4MATIC","MID-SIZE",5.5,8,"AS7","Z",12.9,297
"MERCEDES-BENZ","E 63 AMG S 4MATIC WAGON","STATION WAGON - MID-SIZE",5.5,8,"AS7","Z",13.5,310
"MERCEDES-BENZ","G 550","SUV - STANDARD",5.5,8,"AS7","Z",18.2,419
"MERCEDES-BENZ","G 63 AMG","SUV - STANDARD",5.5,8,"AS7","Z",17.7,407
"MERCEDES-BENZ","GL 350 BLUETEC 4MATIC","SUV - STANDARD",3,6,"AS7","D",12,324
"MERCEDES-BENZ","GL 450 4MATIC","SUV - STANDARD",4.7,8,"AS7","Z",15.2,350
"MERCEDES-BENZ","GL 550 4MATIC","SUV - STANDARD",4.7,8,"AS7","Z",15.6,359
"MERCEDES-BENZ","GL 63 AMG","SUV - STANDARD",5.5,8,"AS7","Z",15.8,363
"MERCEDES-BENZ","GLK 250 BLUETEC 4MATIC","SUV - SMALL",2.1,4,"AS7","D",8.5,230
"MERCEDES-BENZ","GLK 350 4MATIC","SUV - SMALL",3.5,6,"AS7","Z",11.3,260
"MERCEDES-BENZ","ML 350 4MATIC FFV","SUV - STANDARD",3.5,6,"AS7","Z",12.1,278
"MERCEDES-BENZ","ML 350 4MATIC FFV","SUV - STANDARD",3.5,6,"AS7","E",16,256
"MERCEDES-BENZ","ML 350 BLUETEC 4MATIC","SUV - STANDARD",3,6,"AS7","D",10.3,278
"MERCEDES-BENZ","ML 550 4MATIC","SUV - STANDARD",4.7,8,"AS7","Z",14.2,327
"MERCEDES-BENZ","ML 63 AMG 4MATIC","SUV - STANDARD",5.5,8,"AS7","Z",15.5,356
"MERCEDES-BENZ","S 550 4MATIC LWB","FULL-SIZE",4.7,8,"AS7","Z",12.1,278
"MERCEDES-BENZ","S 550 4MATIC SWB","FULL-SIZE",4.7,8,"AS7","Z",12,276
"MERCEDES-BENZ","S 63 AMG 4MATIC","FULL-SIZE",5.5,8,"AS7","Z",13.2,304
"MERCEDES-BENZ","SL 550","TWO-SEATER",4.7,8,"AS7","Z",11.7,269
"MERCEDES-BENZ","SL 63 AMG","TWO-SEATER",5.5,8,"AS7","Z",12.7,292
"MERCEDES-BENZ","SL 65 AMG","TWO-SEATER",6,8,"AS7","Z",14.2,327
"MERCEDES-BENZ","SLK 250","TWO-SEATER",1.8,4,"AS7","Z",8.9,205
"MERCEDES-BENZ","SLK 250","TWO-SEATER",1.8,4,"M6","Z",9,207
"MERCEDES-BENZ","SLK 350","TWO-SEATER",3.5,6,"AS7","Z",9.8,225
"MERCEDES-BENZ","SLK 55 AMG","TWO-SEATER",5.5,8,"AS7","Z",10.7,246
"MERCEDES-BENZ","SLS AMG BLACK SERIES COUPE","TWO-SEATER",6.2,8,"AS7","Z",16.5,380
"MERCEDES-BENZ","SLS AMG GT COUPE","TWO-SEATER",6.2,8,"AS7","Z",15.7,361
"MERCEDES-BENZ","SLS AMG ROADSTER","TWO-SEATER",6.2,8,"AS7","Z",15.7,361
"MINI","COOPER CLUBMAN","SUBCOMPACT",1.6,4,"A6","Z",7.8,179
"MINI","COOPER CLUBMAN","SUBCOMPACT",1.6,4,"M6","Z",7.8,179
"MINI","COOPER CONVERTIBLE","MINICOMPACT",1.6,4,"A6","Z",7.8,179
"MINI","COOPER CONVERTIBLE","MINICOMPACT",1.6,4,"M6","Z",7.8,179
"MINI","COOPER COUNTRYMAN","COMPACT",1.6,4,"A6","Z",8.7,200
"MINI","COOPER COUNTRYMAN","COMPACT",1.6,4,"M6","Z",7.8,179
"MINI","COOPER COUPE","TWO-SEATER",1.6,4,"A6","Z",7.6,175
"MINI","COOPER COUPE","TWO-SEATER",1.6,4,"M6","Z",7.3,168
"MINI","COOPER PACEMAN","COMPACT",1.6,4,"A6","Z",8.7,200
"MINI","COOPER PACEMAN","COMPACT",1.6,4,"M6","Z",7.8,179
"MINI","COOPER ROADSTER","TWO-SEATER",1.6,4,"A6","Z",7.8,179
"MINI","COOPER ROADSTER","TWO-SEATER",1.6,4,"M6","Z",7.8,179
"MINI","COOPER S CLUBMAN","SUBCOMPACT",1.6,4,"A6","Z",8.3,191
"MINI","COOPER S CLUBMAN","SUBCOMPACT",1.6,4,"M6","Z",8,184
"MINI","COOPER S CONVERTIBLE","MINICOMPACT",1.6,4,"A6","Z",8.3,191
"MINI","COOPER S CONVERTIBLE","MINICOMPACT",1.6,4,"M6","Z",8,184
"MINI","COOPER S COUNTRYMAN ALL4","COMPACT",1.6,4,"A6","Z",9,207
"MINI","COOPER S COUNTRYMAN ALL4","COMPACT",1.6,4,"M6","Z",8.5,196
"MINI","COOPER S COUPE","TWO-SEATER",1.6,4,"A6","Z",8.3,191
"MINI","COOPER S COUPE","TWO-SEATER",1.6,4,"M6","Z",8,184
"MINI","COOPER S PACEMAN ALL4","COMPACT",1.6,4,"A6","Z",9,207
"MINI","COOPER S PACEMAN ALL4","COMPACT",1.6,4,"M6","Z",8.5,196
"MINI","COOPER S ROADSTER","TWO-SEATER",1.6,4,"A6","Z",8.3,191
"MINI","COOPER S ROADSTER","TWO-SEATER",1.6,4,"M6","Z",8,184
"MINI","JOHN COOPER WORKS CLUBMAN","SUBCOMPACT",1.6,4,"A6","Z",8.3,191
"MINI","JOHN COOPER WORKS CLUBMAN","SUBCOMPACT",1.6,4,"M6","Z",8,184
"MINI","JOHN COOPER WORKS CONVERTIBLE","MINICOMPACT",1.6,4,"A6","Z",8.3,191
"MINI","JOHN COOPER WORKS CONVERTIBLE","MINICOMPACT",1.6,4,"M6","Z",8,184
"MINI","JOHN COOPER WORKS COUNTRYMAN ALL4","COMPACT",1.6,4,"A6","Z",9,207
"MINI","JOHN COOPER WORKS COUNTRYMAN ALL4","COMPACT",1.6,4,"M6","Z",8.5,196
"MINI","JOHN COOPER WORKS COUPE","TWO-SEATER",1.6,4,"A6","Z",8.3,191
"MINI","JOHN COOPER WORKS COUPE","TWO-SEATER",1.6,4,"M6","Z",8,184
"MINI","JOHN COOPER WORKS PACEMAN ALL4","COMPACT",1.6,4,"A6","Z",9,207
"MINI","JOHN COOPER WORKS PACEMAN ALL4","COMPACT",1.6,4,"M6","Z",8.5,196
"MINI","JOHN COOPER WORKS ROADSTER","TWO-SEATER",1.6,4,"A6","Z",8.3,191
"MINI","JOHN COOPER WORKS ROADSTER","TWO-SEATER",1.6,4,"M6","Z",8,184
"MITSUBISHI","LANCER","COMPACT",2,4,"AV6","X",8.2,189
"MITSUBISHI","LANCER","COMPACT",2,4,"M5","X",8.3,191
"MITSUBISHI","LANCER AWD","COMPACT",2.4,4,"AV6","X",9.5,218
"MITSUBISHI","LANCER EVOLUTION","COMPACT",2,4,"AM6","Z",12.5,288
"MITSUBISHI","LANCER EVOLUTION","COMPACT",2,4,"M5","Z",12.3,283
"MITSUBISHI","LANCER RALLIART","COMPACT",2,4,"AM6","Z",11.6,267
"MITSUBISHI","LANCER SPORTBACK","STATION WAGON - SMALL",2,4,"AV6","X",8.6,198
"MITSUBISHI","LANCER SPORTBACK","STATION WAGON - SMALL",2,4,"M5","X",8.6,198
"MITSUBISHI","MIRAGE","COMPACT",1.2,3,"AV","X",6,138
"MITSUBISHI","MIRAGE","COMPACT",1.2,3,"M5","X",6.4,147
"MITSUBISHI","OUTLANDER","SUV - SMALL",2.4,4,"AV6","X",8.6,198
"MITSUBISHI","OUTLANDER 4WD","SUV - SMALL",2.4,4,"AV6","X",9.1,209
"MITSUBISHI","OUTLANDER 4WD","SUV - SMALL",3,6,"AS6","Z",10.2,235
"MITSUBISHI","RVR","SUV - SMALL",2,4,"AV6","X",8.7,200
"MITSUBISHI","RVR","SUV - SMALL",2,4,"M5","X",8.8,202
"MITSUBISHI","RVR 4WD","SUV - SMALL",2,4,"AV6","X",9,207
"NISSAN","370Z","TWO-SEATER",3.7,6,"AS7","Z",11,253
"NISSAN","370Z","TWO-SEATER",3.7,6,"M6","Z",11.5,264
"NISSAN","370Z ROADSTER","TWO-SEATER",3.7,6,"AS7","Z",11.4,262
"NISSAN","370Z ROADSTER","TWO-SEATER",3.7,6,"M6","Z",11.7,269
"NISSAN","ALTIMA","MID-SIZE",2.5,4,"AV","X",7.6,175
"NISSAN","ALTIMA","MID-SIZE",3.5,6,"AV","X",9.3,214
"NISSAN","ARMADA 4WD","SUV - STANDARD",5.6,8,"A5","X",16.5,380
"NISSAN","FRONTIER","PICKUP TRUCK - SMALL",2.5,4,"A5","X",12.3,283
"NISSAN","FRONTIER","PICKUP TRUCK - SMALL",2.5,4,"M5","X",11.3,260
"NISSAN","FRONTIER","PICKUP TRUCK - SMALL",4,6,"A5","X",12.7,292
"NISSAN","FRONTIER 4WD","PICKUP TRUCK - SMALL",4,6,"A5","X",13.7,315
"NISSAN","FRONTIER 4WD","PICKUP TRUCK - SMALL",4,6,"M6","X",13.1,301
"NISSAN","GT-R","SUBCOMPACT",3.8,6,"AM6","Z",12.9,297
"NISSAN","JUKE","STATION WAGON - SMALL",1.6,4,"AV","Z",8.1,186
"NISSAN","JUKE","STATION WAGON - SMALL",1.6,4,"M6","Z",8.6,198
"NISSAN","JUKE AWD","STATION WAGON - SMALL",1.6,4,"AV","Z",8.7,200
"NISSAN","MAXIMA","MID-SIZE",3.5,6,"AV","Z",10.9,251
"NISSAN","MURANO AWD","SUV - SMALL",3.5,6,"AV","X",11.8,271
"NISSAN","NV200 CARGO VAN","SPECIAL PURPOSE VEHICLE",2,4,"AV","X",9.3,214
"NISSAN","PATHFINDER","SUV - SMALL",3.5,6,"AV","X",10.6,244
"NISSAN","PATHFINDER 4WD","SUV - SMALL",3.5,6,"AV","X",11,253
"NISSAN","PATHFINDER HYBRID 4WD","SUV - STANDARD",2.5,4,"AV","X",8.8,202
"NISSAN","QUEST","MINIVAN",3.5,6,"AV","X",11.1,255
"NISSAN","ROGUE","SUV - SMALL",2.5,4,"AV","X",8.3,191
"NISSAN","ROGUE AWD","SUV - SMALL",2.5,4,"AV","X",8.6,198
"NISSAN","SENTRA","MID-SIZE",1.8,4,"AV","X",7,161
"NISSAN","SENTRA","MID-SIZE",1.8,4,"M6","X",7.8,179
"NISSAN","TITAN","PICKUP TRUCK - STANDARD",5.6,8,"A5","X",15.6,359
"NISSAN","TITAN 4WD","PICKUP TRUCK - STANDARD",5.6,8,"A5","X",17.3,398
"NISSAN","VERSA","COMPACT",1.6,4,"AV","X",6.6,152
"NISSAN","VERSA","COMPACT",1.6,4,"M5","X",7.7,177
"NISSAN","XTERRA 4WD","SUV - SMALL",4,6,"A5","X",14.2,327
"NISSAN","XTERRA 4WD","SUV - SMALL",4,6,"M6","X",13.7,315
"PORSCHE","911 CARRERA","MINICOMPACT",3.4,6,"AM7","Z",10.1,232
"PORSCHE","911 CARRERA","MINICOMPACT",3.4,6,"M7","Z",10.7,246
"PORSCHE","911 CARRERA 4","MINICOMPACT",3.4,6,"AM7","Z",10.3,237
"PORSCHE","911 CARRERA 4","MINICOMPACT",3.4,6,"M7","Z",10.7,246
"PORSCHE","911 CARRERA 4 CABRIOLET","MINICOMPACT",3.4,6,"AM7","Z",10.5,242
"PORSCHE","911 CARRERA 4 CABRIOLET","MINICOMPACT",3.4,6,"M7","Z",11,253
"PORSCHE","911 CARRERA 4S","MINICOMPACT",3.8,6,"AM7","Z",10.8,248
"PORSCHE","911 CARRERA 4S","MINICOMPACT",3.8,6,"M7","Z",11,253
"PORSCHE","911 CARRERA 4S CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",11,253
"PORSCHE","911 CARRERA 4S CABRIOLET","MINICOMPACT",3.8,6,"M7","Z",11.2,258
"PORSCHE","911 CARRERA CABRIOLET","MINICOMPACT",3.4,6,"AM7","Z",10.1,232
"PORSCHE","911 CARRERA CABRIOLET","MINICOMPACT",3.4,6,"M7","Z",10.7,246
"PORSCHE","911 CARRERA S","MINICOMPACT",3.8,6,"AM7","Z",10.6,244
"PORSCHE","911 CARRERA S","MINICOMPACT",3.8,6,"M7","Z",10.8,248
"PORSCHE","911 CARRERA S CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",10.7,246
"PORSCHE","911 CARRERA S CABRIOLET","MINICOMPACT",3.8,6,"M7","Z",10.9,251
"PORSCHE","911 GT3","TWO-SEATER",3.8,6,"AM7","Z",14,322
"PORSCHE","911 TURBO","MINICOMPACT",3.8,6,"AM7","Z",11.9,274
"PORSCHE","911 TURBO CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",11.9,274
"PORSCHE","911 TURBO S","MINICOMPACT",3.8,6,"AM7","Z",11.9,274
"PORSCHE","911 TURBO S CABRIOLET","MINICOMPACT",3.8,6,"AM7","Z",11.9,274
"PORSCHE","BOXSTER","TWO-SEATER",2.7,6,"AM7","Z",9.2,212
"PORSCHE","BOXSTER","TWO-SEATER",2.7,6,"M6","Z",9.9,228
"PORSCHE","BOXSTER S","TWO-SEATER",3.4,6,"AM7","Z",9.8,225
"PORSCHE","BOXSTER S","TWO-SEATER",3.4,6,"M6","Z",10.4,239
"PORSCHE","CAYENNE","SUV - STANDARD",3.6,6,"A8","Z",12.4,290
"PORSCHE","CAYENNE","SUV - STANDARD",3.6,6,"M6","Z",13.6,313
"PORSCHE","CAYENNE DIESEL (modified)","SUV - STANDARD",3,6,"A8","D",10.2,277
"PORSCHE","CAYENNE GTS","SUV - STANDARD",4.8,8,"A8","Z",14.4,338
"PORSCHE","CAYENNE S","SUV - STANDARD",4.8,8,"A8","Z",13.2,310
"PORSCHE","CAYENNE S HYBRID","SUV - STANDARD",3,6,"A8","Z",10.9,251
"PORSCHE","CAYENNE TURBO","SUV - STANDARD",4.8,8,"A8","Z",13.9,326
"PORSCHE","CAYENNE TURBO S","SUV - STANDARD",4.8,8,"A8","Z",15.2,358
"PORSCHE","CAYMAN","TWO-SEATER",2.7,6,"AM7","Z",9.2,212
"PORSCHE","CAYMAN","TWO-SEATER",2.7,6,"M6","Z",9.9,228
"PORSCHE","CAYMAN S","TWO-SEATER",3.4,6,"AM7","Z",9.8,225
"PORSCHE","CAYMAN S","TWO-SEATER",3.4,6,"M6","Z",10.4,239
"PORSCHE","PANAMERA","FULL-SIZE",3.6,6,"AM7","Z",10.9,251
"PORSCHE","PANAMERA 4","FULL-SIZE",3.6,6,"AM7","Z",11.1,255
"PORSCHE","PANAMERA 4S","FULL-SIZE",3,6,"AM7","Z",11.3,260
"PORSCHE","PANAMERA 4S EXECUTIVE","FULL-SIZE",3,6,"AM7","Z",11.5,264
"PORSCHE","PANAMERA GTS","FULL-SIZE",4.8,8,"AM7","Z",12.7,292
"PORSCHE","PANAMERA S","FULL-SIZE",3,6,"AM7","Z",11.3,260
"PORSCHE","PANAMERA TURBO","FULL-SIZE",4.8,8,"AM7","Z",12.8,294
"PORSCHE","PANAMERA TURBO EXECUTIVE","FULL-SIZE",4.8,8,"AM7","Z",12.9,297
"RAM","1500 (MDS)","PICKUP TRUCK - STANDARD",5.7,8,"A6","X",14.8,340
"RAM","1500 (MDS)","PICKUP TRUCK - STANDARD",5.7,8,"A8","X",13.6,313
"RAM","1500 4X4 (MDS)","PICKUP TRUCK - STANDARD",5.7,8,"A6","X",15.4,354
"RAM","1500 4X4 (MDS)","PICKUP TRUCK - STANDARD",5.7,8,"A8","X",14.1,324
"RAM","1500 4X4 DIESEL","PICKUP TRUCK - STANDARD",3,6,"A8","D",10.6,286
"RAM","1500 4X4 FFV","PICKUP TRUCK - STANDARD",3.6,6,"A8","X",12.6,290
"RAM","1500 4X4 FFV","PICKUP TRUCK - STANDARD",3.6,6,"A8","E",17.8,285
"RAM","1500 DIESEL","PICKUP TRUCK - STANDARD",3,6,"A8","D",10.2,275
"RAM","1500 FFV","PICKUP TRUCK - STANDARD",3.6,6,"A8","X",11.9,274
"RAM","1500 FFV","PICKUP TRUCK - STANDARD",3.6,6,"A8","E",16.8,269
"RAM","1500 HFE","PICKUP TRUCK - STANDARD",3.6,6,"A8","X",11.3,260
"RAM","CARGO VAN FFV","MINIVAN",3.6,6,"A6","X",11.4,262
"RAM","CARGO VAN FFV","MINIVAN",3.6,6,"A6","E",15.9,254
"ROLLS-ROYCE","GHOST","FULL-SIZE",6.6,12,"A8","Z",16,368
"ROLLS-ROYCE","GHOST EWB","FULL-SIZE",6.6,12,"A8","Z",16,368
"ROLLS-ROYCE","PHANTOM","FULL-SIZE",6.7,12,"A8","Z",17.1,393
"ROLLS-ROYCE","PHANTOM COUPE","COMPACT",6.7,12,"A8","Z",17.1,393
"ROLLS-ROYCE","PHANTOM DROPHEAD COUPE","COMPACT",6.7,12,"A8","Z",17.1,393
